benchmark,trial_index,average_time,normalized_time,seed_time,proposal_kind,return_code,bw_scale,ipc_scale,mpki_scale,llc_mpki_scale,mem_bound_scale,queue_scale,dup_rate_scale,max_dup_scale,dtlb_mpki_scale,bias,score_margin,consecutive_votes_required,consecutive_votes_required_weak
502,1,646,1,646,seed,0,3200,1.3,3,2.7,35,64,0.18,3,1,-0.05,0.2,2,3
502,2,648,1.003095975,646,local-mutate,0,3959.412656,1.054033959,3.803589654,2.141968547,39.34530403,76.24379241,0.1022258367,2.13195059,0.9844614325,-0.06044944547,0.2222585519,1,3
502,3,644,0.9969040248,646,local-mutate,0,2762.279054,1.081191219,2.537348974,2.163982975,31.48282056,50.29747011,0.1296833675,3.110816279,1.227916926,-0.05315041165,0.1791490674,3,4
502,4,643,0.9953560372,646,local-mutate,0,1934.462913,1.258647459,1.702201846,2.190519491,27.39857185,53.19773573,0.1726816538,3.34827622,1.54121763,-0.05401214994,0.1664575754,4,5
502,5,654,1.012383901,646,local-mutate,0,1756.398329,0.9164813041,1.517382596,1.616533038,20.6344746,48.06858092,0.1262777456,3.066001746,1.906217716,-0.05987407386,0.1172345877,4,5
502,6,667,1.03250774,646,global-random,0,7489.824989,4.010631521,16.87711254,10.4872483,23.36717535,250.7865681,1.232737118,13.29099065,4.480860631,0.4072573668,0.809379871,4,5
502,7,673,1.041795666,646,local-mutate,0,1709.577665,1.240042926,1.631148281,2.467618794,25.53684997,57.69301139,0.09234464863,3.843689679,1.528323738,-0.04896653756,0.1916737186,5,6
502,8,664,1.027863777,646,global-random,0,3262.311458,0.4108315219,12.88800083,9.512887046,36.50080753,148.1351558,1.412802037,4.450363414,2.190073192,1.68810103,0.8293768129,2,3
502,9,674,1.043343653,646,local-mutate,0,1766.087339,1.323905232,1.484290959,2.791572713,32.73701047,66.42474209,0.1299349257,3.322347218,1.298866669,-0.06118387479,0.1416318979,5,6
502,10,666,1.030959752,646,global-random,0,4538.768007,3.915351306,5.298127661,17.50672306,47.36689695,200.5173705,1.328116206,7.670423822,8.493265259,-0.3243045941,0.7814917028,1,3
502,11,630,0.9752321981,646,local-mutate,1,2393.542794,1.020505511,2.158159111,1.737786611,30.80014684,63.374955,0.09806959188,2.379453155,1.517269316,-0.06530009025,0.1849830983,3,6
502,12,634,0.9814241486,646,local-mutate,1,2066.135351,0.9798036772,1.917843917,1.575656177,28.42193106,61.35366622,0.09474534863,2.070023631,1.018905019,-0.08094439433,0.163950778,4,6
