benchmark,trial_index,average_time,normalized_time,seed_time,proposal_kind,return_code,bw_scale,ipc_scale,mpki_scale,llc_mpki_scale,mem_bound_scale,queue_scale,dup_rate_scale,max_dup_scale,dtlb_mpki_scale,bias,score_margin,consecutive_votes_required,consecutive_votes_required_weak
bfs_twitter,22,2.029,0.9436199848,2.15023,local-mutate,1,3491.238909,1.01820857,2.531863951,1.260778413,38.8517913,61.67928888,0.02838180433,1.171137214,0.9902192454,-3.449580479e-07,0.1615723459,2,3
bfs_twitter,23,2.02237,0.9405365938,2.15023,local-mutate,1,2832.401756,1.425211062,2.008224556,1.592362607,37.58891147,83.00804723,0.05245539328,1.215630502,1.012179086,-2.981630155e-07,0.1675990248,2,3
bfs_twitter,24,2.03345,0.9456895309,2.15023,local-mutate,1,3672.185441,0.8914502209,2.66848926,1.160876853,32.52901757,70.91552855,0.0288077174,1.034202998,0.9974035512,-3.904795424e-07,0.1270382991,1,3
bfs_twitter,25,2.11195,0.9821972533,2.15023,global-random,1,7489.824989,4.010631521,16.87711254,10.4872483,23.36717535,250.7865681,1.232737118,13.29099065,4.480860631,0.4072573668,0.809379871,4,5
bfs_twitter,26,2.0857,0.969989257,2.15023,local-mutate,1,3574.295255,1.206174676,2.86855911,1.772064951,40.25731971,85.11444102,0.02106656663,1.296527439,0.7996754574,-1.88533567e-07,0.2077023827,2,3
bfs_twitter,27,2.18961,1.01831432,2.15023,global-random,1,3262.311458,0.4108315219,12.88800083,9.512887046,36.50080753,148.1351558,1.412802037,4.450363414,2.190073192,1.68810103,0.8293768129,2,3
bfs_twitter,28,2.13563,0.9932100287,2.15023,local-mutate,1,3692.442715,1.287746522,2.610293866,2.004705174,51.60794298,97.99635444,0.02964202918,1.120671722,0.6796150397,-4.14729659e-07,0.153475828,2,3
bfs_twitter,29,2.10994,0.9812624696,2.15023,global-random,1,4538.768007,3.915351306,5.298127661,17.50672306,47.36689695,200.5173705,1.328116206,7.670423822,8.493265259,-0.3243045941,0.7814917028,1,3
bfs_twitter,30,2.09522,0.9744166903,2.15023,local-mutate,1,4846.740318,1.055715927,3.594227063,2.007908526,54.51008047,80.70556783,0.03872728526,1,0.9357963772,-2.812146227e-07,0.168982476,1,3
bfs_twitter,31,2.09254,0.973170312,2.15023,local-mutate,1,5004.293648,0.9926333025,3.79536738,1.24795238,48.55459308,93.49700666,0.02237259682,1,0.7938913752,-4.909387242e-07,0.200452261,1,2
